term,reading,english,description,category
社保,しゃほ,,社会保険の略。,保険
社団,しゃだん,association,一定の目的で構成員（社員）が結合した団体で、当該団体の債務は究極的に社員の個人財産を担保とする。,経済
社業,しゃぎょう; しゃぎょー,company; business,会社の事業。,ビジネス
社畜,しゃちく,,企業に飼い慣らされた家畜のようにがむしゃらに働く会社員。,労働
税収,ぜいしゅう; ぜーしゅう,,税金による国や地方自治体の収入。,会計
稼得,かとく,,労働・サービスの提供により収入を得ること。,労働
立替金,,,取引先、役員、従業員、監査法人等が負担すべき金員を一時的に立替えた際に使う勘定科目。従業員が負担すべき社会保険料などは「従業員立替金」という勘定科目で処理されることもある。流動資産に分類される。,会計; 簿記
第一次産業,だいいちじさんぎょう; だいいちじさんぎょー,primary industry,コーリン・クラークによる産業分類の一つ。原材料・食糧などの生産に関わる産業。農業、林業、漁業など。,経済
第二地方銀行,だいにちほうぎんこう,,旧相互銀行を発祥とする地方銀行。社団法人第二地方銀行協会に属している銀行。,銀行
箪笥預金,たんすよきん,,銀行などに預けず自宅の箪笥などに置いている現金。,経済
簞笥預金,たんすよきん,,銀行などに預けず自宅の簞笥などに置いている現金。,経済
簡易保険,かんいほけん,,2007年10月1日に実施された郵政民営化以前に、日本政府・日本郵政公社が行っていた生命保険事業。正式名称は「簡易生命保険」であり、通称「簡保（かんぽ）」。民営化前には「Kampo」とローマ字表記することも多い。簡易生命保険法によって規定されていた。,保険
簡易生命保険,かんいせいめいほけん,,「簡易保険」の正式名称。簡保。,保険
米ドル,,,アメリカ合衆国などで使われているドル。,通貨
粉飾決算,ふんしょくけっさん,,財務状況などをよく見せかけるため過大（または過小）に計算し表示された決算。,会計
精肉店,せいにくてん,,精肉を販売する店。,店舗
系列,,series; Keiretsu,一連の製造又は販売の過程において、複数の企業が、役割分担をしながら、関係を有すること。,経済
純売上高,,net sales,総売上高から売上値引・返品・割戻を差引いた金額。,会計
紙幣,しへい; しべい; しへー; しべー,banknote,（しへい）紙製の貨幣。,通貨
累進課税,るいしんかぜい,,所得の高い者に対して所得の低い者より高い税率を課すこと。,経済
終業,しゅうぎょう; しゅうぎょー,,その日の業務を終えること。,労働
経営学部,けいえいがくぶ,,経営学の教授、研究を行う学部。,会計
経済学,けいざいがく; けーざいがく,economics,経済を研究分野とする学問。,経済
経済学者,けいざいがくしゃ,economist,経済学を研究する科学者。,経済
経済学部,けいざいがくぶ,,経済学の教授、研究を行う学部。,経済
経済成長,けいざいせいちょう,,国民経済の量的規模が長期にわたり成長すること。,経済
経済成長率,けいざいせいちょうりつ,,前年と比較した国内総生産の伸び率。成長率。,経済
経済的,けいざいてき,,経済や金銭に関係があるさま。,経済
経済統合,けいざいとうごう,,特定の地域にある国家が共通の通貨を導入したり、関税を廃止したりして、一つのまとまった経済圏を構成すること。,経済
経理,けいり,,会計や給料計算、金銭・財産管理などを行う事務。計理。,会計
給料,きゅうりょう,pay; salary; 年俸; wages,使用者が雇用者の労働に対して報酬として支払う金銭。,労働
維持費,いじひ,,修理や清掃など、機能や見た目の維持にかかる費用。,経済
総売上高,,gross sales,売上高の総額で売上値引・割戻などを差引く前の金額。,会計
繰延資産,,deferred asset(s); deferred expense(s),本来は費用であるが、その効果が次期以降にも波及するため、支出した期間だけの費用にしないで、資産として繰り延べるもの。日本の企業会計では、株式交付費、社債発行費、創立費、開業費、開発費の5つが該当する。流動資産や固定資産とは区分掲記される。,会計; 簿記
羊羹屋,ようかんや,,羊羹を作って売る店。,店舗
美容室,びようしつ; びよーしつ,,美容院。,店舗
美容所,びようしょ,,美容師が美容を行う施設、店舗。美容室。美容院。,店舗
美容院,びよういん; びよーいん,,美容師などが美容術を施す施設。,店舗
職場,しょくば,,仕事をする場所。,労働
肉体労働,にくたいろうどう,manual labor; manual labour; manual work,体（肉体）を使う労働。,労働
肉屋,にくや,meat store; butcher,肉を売る店。,店舗
肉店,にくてん,,肉を販売する店。,店舗
育休,いくきゅう,,育児休業（育児休暇）。,労働
育児休業,いくじきゅうぎょう,parental leave; family leave,労働者が法令に基づき育児のため一定の期間休業を取得すること。育児休暇。育休。,労働
自動車保険,じとうしゃほけん,,自動車による損害を補償する損害保険; 1.のうち、自動車損害賠償責任保険の限度額を超えた賠償金を賄いきれない際に自動車を保有、運行する者が任意で加入する保険。,保険
自動車損害賠償責任保険,じとうしゃそんがいばいしょうせきにんほけん,,自動車損害賠償保障法に基づき自動車を保有、運行する者が必ず加入しなければならない保険。自賠責。自賠責保険。,保険
自由貿易,じゆうぼうえき; じゆうぼーえき,free trade,外国との貿易を行なう際に、政府の制約なしに自由に貿易ができること。,貿易
自賠責,じばいせき,,自動車損害賠償責任保険の略。,保険
自転車屋,じてんしゃや,,自転車を修理したり、売ったりする店。,店舗
船員保険,せんいんほけん,,船員保険法に基づいて船員法に規定される船員とその被扶養者に対して業務によらない病気、死亡、けが、出産に関する保険の給付を行う公的な保険。,保険
英貨,えいか; えーか,sterling,イギリスの貨幣。,通貨
茶屋,ちゃや,,製茶を売る店。; 客に飲食や遊興を提供する店。; 路傍の茶店。,店舗; 飲食店
茶店,さてん; ちゃてん; ちゃみせ,tea; stall,"(さてん, ちゃてん, ちゃみせ) 茶葉を売る店。; (さてん, ちゃてん, ちゃみせ) 軽食を提供して通行人を休ませる店。; (さてん) 喫茶店の略称。",店舗; 飲食店
茶房,さぼう; さぼー,,喫茶店の別名。カフェ。,飲食店
茶舗,ちゃほ,,お茶を販売する店。,店舗
菓子屋,かしや,confectionery; candy store; sweet shop; confectioner,菓子を作って売る店。,店舗
菓子店,かしてん,,菓子を販売する店。,店舗
薬局,やっきょく,pharmacy; drugstore,薬剤師が薬を調剤し販売する施設。既成の医薬品や雑貨を取り扱うところもある。,店舗
薬店,やくてん,,薬剤師や調剤室を置かずに医薬品販売許可を受けて市販薬の販売を行う店舗。,店舗
薬舗,やくほ,,薬屋。薬店。薬局。,店舗
蝋燭屋,ろうそくや,chandler; candler,蝋燭を作って売る店。,店舗
融資,ゆうし,,資金を融通すること。,金融
融資枠,ゆうしわく,,金融機関と企業との間で予め融資の金額や期限について契約を締結しておき、その範囲内であれば時期や回数にも拘らず融資が受けられるもの。コミットメントライン。,金融
街金,まちきん,,特定の地域内で小規模に営業している正規の（許可を受けた）貸金業者。,金融
補助簿,,,主要簿（仕訳帳と総勘定元帳）を補完するために企業が必要に応じて用いる帳簿。取引の発生順にその内容を記録していく補助記入帳と、 勘定科目を相手先や内容によって区別して記録していく補助元帳に大別され、補助記入帳には、現金出納帳や仕入帳・売上帳、補助元帳には、商品有高帳、売掛金元帳・買掛金元帳等がある。,会計; 簿記
製パン店,,,パンを製造、販売する店。,店舗
製菓店,せいかてん,,菓子を製造、販売する店。,店舗
製靴店,せいかてん,,靴を製造、販売する店。,店舗
複利,ふくり,compound interest,元金以外に利息にも、利息がかかること。,金融
見金,げんきん,,現金の異表記。,通貨
訂正仕訳,,,期中になされた誤った仕訳を訂正するために行う仕訳。正しい仕訳を行った後、誤った仕訳の逆仕訳（反対仕訳）を行い、誤った仕訳を逆仕訳と相殺する。,会計; 簿記
計理,けいり,,会計や給料計算、金銭・財産管理などを行う事務。経理。,会計
計算,けいさん; けーさん,figure; calculate; compute; reckon,企業会計、企業財務。,会計
計算機,けいさんき; けーさんき,calculator; calculating; machine; adding,計算を行なう機械。算盤、計算尺、計算図表、卓上計算機などがある。,会計
試用期間,しようきかん,,企業が労働者を本採用する前に試験的に雇用し、能力や適性を見極める期間。,労働
調整,ちょうせい; ちょーせー,,乱高下していた市場が落ち着きを取り戻し、相場が値を戻す動きのこと。,金融
諸掛,,,商品の仕入や販売の際にかかる費用の総称。輸送費、運賃、手数料など。,会計; 簿記
豆腐屋,とうふや,,豆腐を作って売る店。,店舗
貝子,ばいし,,かつて中国で使われた貝貨。,通貨
貝貨,ばいか,,貝殻をそのまま、または何らかの加工を施して製造された貨幣。,通貨
財務,ざいむ,,財政上の事務。,会計
財投,ざいとう,,財政投融資。,経済
財貨,ざいか,property; wealth,財と同じ。,経済
財閥,ざいばつ,,同族により出資された持株会社を中核とし、子会社に多角的経営をさせている企業集団。,経済
貨幣,かへい; かへー,,物やサービスの流通価値を化体した物質。通貨を物質化したもの。お金。紙幣・硬貨など。; 交換手段、価値表示手段、価値貯蔵手段としての機能をあわせ持つ財。価値基準財（ニュメレール）。日本においては、過去に米が貨幣として利用されたという歴史がある（参考:日本銀行金融研究所貨幣博物館『貨幣の散歩道』）。,通貨; 経済
貨幣学,かへいがく,,貨幣について研究する学問。古銭学。,通貨
貨泉,かせん,,新の王莽の時に鋳造された、円形の銅貨。西暦14年～40年の間に鋳造され、年代決定の手がかりとされる。,通貨
買掛金,かいかけきん,account(s) payable,未払いの仕入代金額。また、その支払い義務。流動負債に分類される。,会計; 簿記
貸借,たいしゃく; かしかり,loan; debits; and; credits,貸方と借方。,簿記
貸金業,かしきんぎょう,,消費者や事業者に対して融資を専門に行う事業。銀行業、証券業、保険業などそれぞれの法律に基づくものは含まれない。,金融
費用,ひよう; ひよー,cost; expense,収益をあげるために費やした価値。,会計
賃金,ちんぎん,wage,"労働の対価として給付される金銭。; 原価計算では、製造工程にかかわる者（いわゆる「ブルーカラー」層）のものをいい、管理者や管理事務の者（いわゆる「ホワイトカラー」層）のものは、給料という。前者（本稿）は""wage""の訳語であり、後者は""salary""の訳語である。",労働; 会計
資本,しほん,capital,土地、労働とともに生産の三要素の一つで、経営組織のもと、生産過程に使われ、将来の収益源泉となるもの。; 企業会計上、総資産から総負債を引いた残りのこと。純資産とも言う。→資本金,経済; 会計
資本主義,しほんしゅぎ,capitalism,生産に必要な工場、労働力などが金銭で売買され、経済活動が余剰金を目的として資本に価値を求め、個人の意思にゆだねられる経済体制。,経済
資本家,しほんか,,資本を企業に提供したり、資本を貸し付けて利益を得る人。,経済
資産,しさん,property; asset,経営活動を営むために必要な財貨や債権のこと。また、運用の形態から、流動資産、固定資産、繰延資産の3つに区分される。現預金や土地を除き、将来の費用との表現もある。,会計; 簿記
資質,ししつ,endowment,職業などに適合する能力や性質。,経済
資金,しきん,capital; fund; funds; cash,事業の運営や特定の目的に使われる金銭。,会計
賞与,しょうよ,,企業や公務員で給与とは別に年2回程度支給される金銭。ボーナス。,労働
赤字,あかじ,red ink; loss; deficit; in the red,支出が収入を上回ること。,会計
赤字国債,あかじこくさい,,国が一般会計の赤字を補填するために発行する国債。日本の財政法では禁止されているが、特例法が設けられ発行されることから特例国債とも称される。,会計
超勤,ちょうきん; ちょーきん,overtime,超過勤務の略。,労働
超過勤務,ちょうかきんむ; ちょーかきんむ,overtime; work,定められた時間を超過して勤務すること。,労働
軟貨,なんか,,紙幣、札。; 同じ価値の金または外貨と交換できない通貨。,通貨
輸入,ゆにゅう; しゅにゅう,import,他国の商品を買い入れること。,貿易
輸入超過,ゆにゅうちょうか; ゆにゅうちょーか,import; excess; surplus,ある期間の輸入総額が、同じ期間の輸出総額を超過すること。入超。,経済
輸出,ゆしゅつ,export,自国の商品を他国へ売ること。,貿易
輸出超過,ゆしゅつちょうか; ゆしゅつちょーか,export; excess; surplus,ある期間の輸出総額が、同じ期間の輸入総額を超過すること。出超。,経済
近代経済学,きんだいけいざいがく,,1870年代以降、西欧やアメリカを中心に発展した経済学の総称。,経済
追証,おいしょう,,追加保証金の略語。為替や商品先物のなどの信用取引において、保証金に対する損失の比率が一定の割合を超えたときに、越えた分を充当するために取引所や取次業者に預託することを要する保証金。追証をしなかった場合は、強制反対売買が行われて、損失が確定する。,相場
退勤,たいきん,,勤務が終わって職場を出ること。,労働
退蔵益,たいぞうえき,,プリペイドカードや有価証券などが商品や役務と交換されないまま失効したことによって発生する発行者側の利益。,会計
逆張り,ぎゃくばり,,取引で人気がある時に売り、人気の無い時に買うこと。,相場
逆日歩,さかにっぽ; ぎゃくひぶ,,株式を信用取引するとき、売建の借株について、貸株料以外にかかる手数料。,経済
逆進性,ぎゃくしんせい,,所得の低い者が高い者より税金の負担が大きくなっていること。,経済
通商,つうしょう; つうしょー,,外国と商取引をすること。,経済
通貨,つうか,currency,物やサービスの価値が一定の単位で化体され、国家等の強制力により流通が保証されたもの。流通貨幣の略とされる。,通貨
遊休資本,ゆうきゅうしほん,,投資先や貸し付け先がなくうまく活用されていない資金。,金融
過労,かろう; かろー,overwork,働き過ぎること。体調を崩すほどに心身を酷使すること。,労働
過労死,かろうし,karoshi,頻繁な残業や長時間労働などの過労やストレスによって、脳疾患や心疾患が引き起こされ、死亡すること。,労働
過疎,かそ,depopulation; underpopulation; depopulated,ある集落の人口が、他と比べて極端に少ない状態。,経済
道具屋,どうぐや,,道具を販売する店、人。,店舗
都市銀行,としぎんこう,,大都市に本店を置き、全国各地に支店を有する普通銀行。都銀。,銀行
都銀,とぎん,,都市銀行。,銀行
酒店,しゅてん; さかだな; さかみせ; さけてん,,酒を販売する店。,店舗
重刷,じゅうさつ,,一度発行した書物をさらに追加して印刷すること。増刷。,出版
重労働,じゅうろうどう,,肉体的に力のいる労働。,労働
重厚長大,じゅうこうちょうだい,,造船、石油化学、鉄鋼などの重工業。また、その特徴。,経済
重版,じゅうはん,,初版と同じ版を使い同じ判型・装幀にて刷りなおすこと。基本的にISBNコードは変更されない。,出版
金,かね; かな; こがね; コン; キン; きん,gold; golden,（かね）金銭。,通貨
金券ショップ,,,金券やチケットを割り引きで販売する店舗。,店舗
金融危機,きんゆうきき,,景気の状況が悪化したことで金融不安が生じ、金融恐慌に近い状態になること。,経済
金融市場,きんゆうしじょう,,金融に関係する商品の取引が行われる市場。,経済
金融機関,きんゆうきかん,,資金の供給や仲介（金融）などを行う機関。,金融
金貨,きんか,gold,金を主な原料として作られた貨幣。,通貨
金銀,きんぎん; こんごん,,金貨と銀貨。金銭。,通貨
銀,しろがね; かね; ゴン; ギン; ぎん,silver,貨幣や通貨、又はその象徴的な表現。,通貨
銀行印,ぎんこういん,,金融機関に登録し、口座などの手続きを行うのに用いる印。,金融
銀角,ぎんかく,,かつて中国で鋳造された一元未満の少額の銀貨。,通貨
銀貨,ぎんか,silver,銀を主な成分として鋳造される貨幣。,通貨
銀銭,ぎんせん,,銀貨。,通貨
銃砲店,じゅうほうてん,,銃砲を販売する店。,店舗
銅貨,どうか; どーか,,銅を主な素材として鋳造された貨幣。,通貨
銅銭,どうせん,,銅で鋳造された銭。,通貨
鋳貨,ちゅうか,,鋳造された貨幣。,通貨
間接金融,かんせつきんゆう,,資金を必要とする者が金融機関から資金を調達する方式。,金融
関税,かんぜい; かんぜー,tariff; customs duty; custom,外国からの輸入貨物や外国への輸出貨物が税関を通過する際に課される租税（間接消費税）。関税は、国内産業の保護を目的として課される保護関税と、財源の調達を目的として課される財政関税がある。,貿易
闇金融,やみきんゆう,,元金に対し高い金利やそれに相当する金銭を請求する不正な貸金業者。,金融
防具屋,ぼうぐや,,防具を作って売る店。,店舗
限界利益,げんかいりえき,,売上高から変動費を差し引いたもの。,会計
除却,じょきゃく,retirement; retire,固定資産の物理的な廃棄。,会計
陶器屋,とうきや,,陶器を販売する店、人。陶器商。陶器店。,店舗
階級闘争,かいきゅうとうそう; かいきゅうとーそー,class struggle,生産手段の私有が社会の基礎となっている階級社会において、階級と階級とのあいだで発生する社会的格差を克服するために行われる闘争。,共産主義
雇用,こよう; こよー,,仕事をさせるため人を雇うこと。,労働
雇用保険,こようほけん,,雇用保険法に基づき失業した労働者に対する失業給付のほか、求職活動の促進をはかるための保険。国が保険者となり、事業主と労働者が加入する。,保険
青果店,せいかてん,,青果を販売する店。,店舗
非営利会計,ひえいりかいけい,,営利を目的としない組織体が計算主体となる会計。非営利組織会計。非営利法人会計。,会計
非正規雇用,ひせいきこよう,,雇用期間の定めがあり、フルタイムより労働時間や日数が少ない雇用の形態。,労働
靴店,くつてん,,靴を販売する店。,店舗
預り金,,,取引先、役員、従業員等から金員を一時的に預かり、後日その者に返金するか、本人または本人に代わって第三者に支払う金員を管理するために使う勘定科目。従業員から預かった源泉徴収税額など。流動負債に分類されるが、1年を超えるものは「長期預り金」「預り保証金」の勘定科目で処理され、固定負債に分類される。,会計; 簿記
預金,よきん,deposit,お金を銀行などに預けること。,金融
頼母子講,たのもしこう,,金融を目的とした庶民の互助組織。一定の期日に集まって構成員が一定の金銭を出し、抽選や入札により当選者を決める。それを繰り返し（一度当選したものは除かれる）、全員が目的を果たすと解散する。鎌倉時代に始まるとされる。無尽講。,金融
額面,がくめん,,「額面価格」のこと。,金融
額面価格,がくめんかかく,,紙幣や有価証券に記載された価格。額面。,金融
風俗店,ふうぞくてん,,客に対し性的なサービスを提供する店。,店舗
食事処,しょくじどころ,,和食や定食を中心とする食事を提供する飲食店。,飲食店
食堂,しょくどう; じきどう; しょくどー,dining room; restaurant,（しょくどう）食事及びそれを供する場所を有料で提供する店舗。特に、個室に区切らない大衆的なものを指す。レストラン。料理屋。,飲食店
飲みニケーション,のみにけーしょん,,外食店などで酒を飲みながら会話して親交を深めること。特に、仕事上の関係がある人同士が業務外の時間に行うものを指すことが多い。,ビジネス
餃子屋,ぎょうざや,,餃子を作って売る店。,店舗
饅頭屋,まんじゅうや,,饅頭を作って売る店。,店舗
駄菓子屋,だがしや,,駄菓子を売る店。,店舗
高度成長,こうどせいちょう,,国の経済が短期間に急激に成長すること。,経済
高度経済成長,こうどけいざいせいちょう,,経済の急速な成長。特に、日本で1955年から1973年にかけて発生したもの。,経済
鮮魚店,せんぎょてん,,鮮魚を販売する店。,店舗
麺屋,めんや,,麺料理を作って客に提供する飲食店、人。,飲食店
黒字,くろじ,black ink; surplus; in the black,収入が支出を上回ること。,会計
